 -3.96572E-02, -4.01532E-02, -4.06588E-02, -4.11742E-02, -4.16994E-02, -4.22347E-02, -4.27800E-02, -4.33355E-02, -4.39013E-02, -4.44774E-02, -4.50638E-02, -4.56606E-02, -4.62676E-02, -4.68849E-02, -4.75122E-02, -4.81495E-02, -4.87964E-02, -4.94528E-02, -5.01181E-02, -5.07921E-02, -5.14742E-02, -5.21636E-02, -5.28598E-02, -5.35617E-02, -5.42683E-02, -5.49785E-02, -5.56909E-02, -5.64039E-02, -5.71159E-02, -5.78248E-02, -5.85286E-02, -5.92248E-02, -5.99110E-02, -6.05844E-02, -6.12421E-02, -6.18810E-02, -6.24980E-02, -6.30897E-02, -6.36531E-02, -6.41847E-02, -6.46814E-02, -6.51401E-02, -6.55580E-02, -6.59325E-02, -6.62610E-02, -6.65417E-02, -6.67729E-02, -6.69531E-02, -6.70817E-02, -6.71580E-02, -6.71820E-02, -6.71540E-02, -6.70748E-02, -6.69453E-02, -6.67671E-02, -6.65418E-02, -6.62713E-02, -6.59577E-02, -6.56035E-02, -6.52111E-02, -6.47830E-02, -6.43219E-02, -6.38304E-02, -6.33113E-02, -6.27671E-02, -6.22003E-02, -6.16136E-02, -6.10094E-02, -6.03899E-02, -5.97574E-02, -5.91141E-02, -5.84617E-02, -5.78024E-02, -5.71376E-02, -5.64692E-02, -5.57985E-02, -5.51269E-02, -5.44556E-02, -5.37859E-02, -5.31186E-02,
 -3.99934E-02, -4.05022E-02, -4.10212E-02, -4.15506E-02, -4.20906E-02, -4.26412E-02, -4.32027E-02, -4.37752E-02, -4.43587E-02, -4.49535E-02, -4.55594E-02, -4.61767E-02, -4.68053E-02, -4.74451E-02, -4.80961E-02, -4.87582E-02, -4.94312E-02, -5.01149E-02, -5.08089E-02, -5.15130E-02, -5.22265E-02, -5.29489E-02, -5.36794E-02, -5.44173E-02, -5.51615E-02, -5.59107E-02, -5.66637E-02, -5.74188E-02, -5.81743E-02, -5.89280E-02, -5.96777E-02, -6.04209E-02, -6.11548E-02, -6.18764E-02, -6.25824E-02, -6.32695E-02, -6.39341E-02, -6.45725E-02, -6.51811E-02, -6.57561E-02, -6.62938E-02, -6.67909E-02, -6.72439E-02, -6.76498E-02, -6.80060E-02, -6.83101E-02, -6.85602E-02, -6.87549E-02, -6.88930E-02, -6.89742E-02, -6.89983E-02, -6.89658E-02, -6.88775E-02, -6.87347E-02, -6.85391E-02, -6.82925E-02, -6.79973E-02, -6.76559E-02, -6.72710E-02, -6.68454E-02, -6.63820E-02, -6.58837E-02, -6.53536E-02, -6.47946E-02, -6.42096E-02, -6.36015E-02, -6.29730E-02, -6.23268E-02, -6.16655E-02, -6.09913E-02, -6.03067E-02, -5.96137E-02, -5.89142E-02, -5.82102E-02, -5.75033E-02, -5.67950E-02, -5.60869E-02, -5.53801E-02, -5.46758E-02, -5.39751E-02,
 -4.03276E-02, -4.08493E-02, -4.13818E-02, -4.19254E-02, -4.24802E-02, -4.30465E-02, -4.36244E-02, -4.42140E-02, -4.48156E-02, -4.54293E-02, -4.60552E-02, -4.66934E-02, -4.73440E-02, -4.80069E-02, -4.86822E-02, -4.93699E-02, -5.00697E-02, -5.07816E-02, -5.15054E-02, -5.22406E-02, -5.29868E-02, -5.37436E-02, -5.45102E-02, -5.52859E-02, -5.60696E-02, -5.68602E-02, -5.76563E-02, -5.84564E-02, -5.92584E-02, -6.00603E-02, -6.08597E-02, -6.16538E-02, -6.24396E-02, -6.32138E-02, -6.39729E-02, -6.47131E-02, -6.54303E-02, -6.61204E-02, -6.67792E-02, -6.74024E-02, -6.79859E-02, -6.85257E-02, -6.90179E-02, -6.94591E-02, -6.98462E-02, -7.01764E-02, -7.04476E-02, -7.06581E-02, -7.08067E-02, -7.08931E-02, -7.09170E-02, -7.08792E-02, -7.07805E-02, -7.06225E-02, -7.04071E-02, -7.01367E-02, -6.98137E-02, -6.94412E-02, -6.90220E-02, -6.85595E-02, -6.80569E-02, -6.75175E-02, -6.69448E-02, -6.63420E-02, -6.57124E-02, -6.50591E-02, -6.43851E-02, -6.36934E-02, -6.29867E-02, -6.22676E-02, -6.15385E-02, -6.08017E-02, -6.00594E-02, -5.93134E-02, -5.85654E-02, -5.78173E-02, -5.70703E-02, -5.63258E-02, -5.55851E-02, -5.48492E-02,
 -4.06594E-02, -4.11940E-02, -4.17402E-02, -4.22980E-02, -4.28678E-02, -4.34499E-02, -4.40443E-02, -4.46514E-02, -4.52713E-02, -4.59042E-02, -4.65504E-02, -4.72099E-02, -4.78829E-02, -4.85694E-02, -4.92696E-02, -4.99834E-02, -5.07109E-02, -5.14519E-02, -5.22062E-02, -5.29737E-02, -5.37540E-02, -5.45465E-02, -5.53508E-02, -5.61661E-02, -5.69915E-02, -5.78258E-02, -5.86677E-02, -5.95156E-02, -6.03675E-02, -6.12212E-02, -6.20742E-02, -6.29235E-02, -6.37659E-02, -6.45978E-02, -6.54152E-02, -6.62139E-02, -6.69893E-02, -6.77368E-02, -6.84516E-02, -6.91287E-02, -6.97634E-02, -7.03510E-02, -7.08872E-02, -7.13679E-02, -7.17895E-02, -7.21489E-02, -7.24436E-02, -7.26718E-02, -7.28320E-02, -7.29239E-02, -7.29473E-02, -7.29031E-02, -7.27923E-02, -7.26169E-02, -7.23792E-02, -7.20817E-02, -7.17275E-02, -7.13199E-02, -7.08625E-02, -7.03588E-02, -6.98127E-02, -6.92279E-02, -6.86082E-02, -6.79572E-02, -6.72786E-02, -6.65759E-02, -6.58524E-02, -6.51112E-02, -6.43553E-02, -6.35876E-02, -6.28107E-02, -6.20269E-02, -6.12386E-02, -6.04476E-02, -5.96560E-02, -5.88654E-02, -5.80772E-02, -5.72930E-02, -5.65138E-02, -5.57407E-02,
 -4.09882E-02, -4.15359E-02, -4.20957E-02, -4.26679E-02, -4.32528E-02, -4.38507E-02, -4.44618E-02, -4.50865E-02, -4.57249E-02, -4.63773E-02, -4.70440E-02, -4.77252E-02, -4.84210E-02, -4.91316E-02, -4.98571E-02, -5.05978E-02, -5.13535E-02, -5.21243E-02, -5.29102E-02, -5.37110E-02, -5.45264E-02, -5.53562E-02, -5.61998E-02, -5.70565E-02, -5.79256E-02, -5.88060E-02, -5.96964E-02, -6.05951E-02, -6.15004E-02, -6.24098E-02, -6.33207E-02, -6.42299E-02, -6.51341E-02, -6.60292E-02, -6.69108E-02, -6.77741E-02, -6.86142E-02, -6.94257E-02, -7.02029E-02, -7.09404E-02, -7.16325E-02, -7.22740E-02, -7.28596E-02, -7.33848E-02, -7.38452E-02, -7.42374E-02, -7.45584E-02, -7.48061E-02, -7.49791E-02, -7.50768E-02, -7.50992E-02, -7.50473E-02, -7.49226E-02, -7.47272E-02, -7.44638E-02, -7.41357E-02, -7.37462E-02, -7.32993E-02, -7.27989E-02, -7.22494E-02, -7.16548E-02, -7.10196E-02, -7.03479E-02, -6.96439E-02, -6.89116E-02, -6.81548E-02, -6.73772E-02, -6.65822E-02, -6.57731E-02, -6.49528E-02, -6.41243E-02, -6.32900E-02, -6.24524E-02, -6.16135E-02, -6.07753E-02, -5.99395E-02, -5.91077E-02, -5.82813E-02, -5.74615E-02, -5.66494E-02,
 -4.13135E-02, -4.18742E-02, -4.24477E-02, -4.30343E-02, -4.36344E-02, -4.42483E-02, -4.48762E-02, -4.55186E-02, -4.61757E-02, -4.68478E-02, -4.75352E-02, -4.82383E-02, -4.89572E-02, -4.96922E-02, -5.04436E-02, -5.12115E-02, -5.19961E-02, -5.27975E-02, -5.36158E-02, -5.44508E-02, -5.53025E-02, -5.61708E-02, -5.70551E-02, -5.79551E-02, -5.88700E-02, -5.97988E-02, -6.07404E-02, -6.16933E-02, -6.26555E-02, -6.36246E-02, -6.45981E-02, -6.55724E-02, -6.65440E-02, -6.75084E-02, -6.84608E-02, -6.93959E-02, -7.03079E-02, -7.11907E-02, -7.20380E-02, -7.28434E-02, -7.36002E-02, -7.43024E-02, -7.49438E-02, -7.55192E-02, -7.60234E-02, -7.64525E-02, -7.68031E-02, -7.70726E-02, -7.72596E-02, -7.73634E-02, -7.73842E-02, -7.73231E-02, -7.71820E-02, -7.69635E-02, -7.66709E-02, -7.63078E-02, -7.58783E-02, -7.53870E-02, -7.48384E-02, -7.42374E-02, -7.35889E-02, -7.28977E-02, -7.21685E-02, -7.14060E-02, -7.06146E-02, -6.97986E-02, -6.89620E-02, -6.81084E-02, -6.72416E-02, -6.63646E-02, -6.54804E-02, -6.45919E-02, -6.37014E-02, -6.28113E-02, -6.19235E-02, -6.10397E-02, -6.01617E-02, -5.92908E-02, -5.84282E-02, -5.75749E-02,
 -4.16349E-02, -4.22086E-02, -4.27958E-02, -4.33968E-02, -4.40121E-02, -4.46419E-02, -4.52867E-02, -4.59468E-02, -4.66227E-02, -4.73146E-02, -4.80230E-02, -4.87481E-02, -4.94904E-02, -5.02502E-02, -5.10277E-02, -5.18234E-02, -5.26373E-02, -5.34699E-02, -5.43211E-02, -5.51913E-02, -5.60803E-02, -5.69882E-02, -5.79147E-02, -5.88596E-02, -5.98222E-02, -6.08019E-02, -6.17975E-02, -6.28076E-02, -6.38305E-02, -6.48638E-02, -6.59046E-02, -6.69497E-02, -6.79948E-02, -6.90354E-02, -7.00660E-02, -7.10807E-02, -7.20730E-02, -7.30359E-02, -7.39620E-02, -7.48439E-02, -7.56740E-02, -7.64449E-02, -7.71496E-02, -7.77818E-02, -7.83358E-02, -7.88066E-02, -7.91903E-02, -7.94843E-02, -7.96866E-02, -7.97967E-02, -7.98150E-02, -7.97428E-02, -7.95826E-02, -7.93374E-02, -7.90110E-02, -7.86080E-02, -7.81331E-02, -7.75915E-02, -7.69886E-02, -7.63300E-02, -7.56212E-02, -7.48677E-02, -7.40748E-02, -7.32477E-02, -7.23913E-02, -7.15103E-02, -7.06092E-02, -6.96920E-02, -6.87624E-02, -6.78240E-02, -6.68800E-02, -6.59332E-02, -6.49862E-02, -6.40413E-02, -6.31006E-02, -6.21659E-02, -6.12389E-02, -6.03210E-02, -5.94132E-02, -5.85168E-02,
 -4.19517E-02, -4.25384E-02, -4.31392E-02, -4.37546E-02, -4.43850E-02, -4.50308E-02, -4.56925E-02, -4.63704E-02, -4.70650E-02, -4.77768E-02, -4.85062E-02, -4.92535E-02, -5.00194E-02, -5.08040E-02, -5.16080E-02, -5.24316E-02, -5.32754E-02, -5.41395E-02, -5.50244E-02, -5.59303E-02, -5.68574E-02, -5.78060E-02, -5.87759E-02, -5.97672E-02, -6.07795E-02, -6.18122E-02, -6.28645E-02, -6.39351E-02, -6.50225E-02, -6.61244E-02, -6.72379E-02, -6.83596E-02, -6.94852E-02, -7.06095E-02, -7.17267E-02, -7.28301E-02, -7.39122E-02, -7.49651E-02, -7.59802E-02, -7.69488E-02, -7.78620E-02, -7.87111E-02, -7.94879E-02, -8.01849E-02, -8.07953E-02, -8.13133E-02, -8.17346E-02, -8.20558E-02, -8.22750E-02, -8.23916E-02, -8.24062E-02, -8.23207E-02, -8.21378E-02, -8.18615E-02, -8.14963E-02, -8.10474E-02, -8.05207E-02, -7.99220E-02, -7.92579E-02, -7.85344E-02, -7.77581E-02, -7.69352E-02, -7.60715E-02, -7.51730E-02, -7.42451E-02, -7.32929E-02, -7.23213E-02, -7.13347E-02, -7.03372E-02, -6.93324E-02, -6.83238E-02, -6.73144E-02, -6.63068E-02, -6.53035E-02, -6.43066E-02, -6.33179E-02, -6.23390E-02, -6.13714E-02, -6.04162E-02, -5.94743E-02,
 -4.22635E-02, -4.28630E-02, -4.34774E-02, -4.41070E-02, -4.47525E-02, -4.54142E-02, -4.60926E-02, -4.67883E-02, -4.75017E-02, -4.82334E-02, -4.89837E-02, -4.97533E-02, -5.05427E-02, -5.13524E-02, -5.21829E-02, -5.30347E-02, -5.39084E-02, -5.48044E-02, -5.57233E-02, -5.66655E-02, -5.76314E-02, -5.86214E-02, -5.96358E-02, -6.06748E-02, -6.17382E-02, -6.28260E-02, -6.39376E-02, -6.50719E-02, -6.62276E-02, -6.74027E-02, -6.85944E-02, -6.97992E-02, -7.10126E-02, -7.22291E-02, -7.34422E-02, -7.46445E-02, -7.58275E-02, -7.69820E-02, -7.80979E-02, -7.91652E-02, -8.01732E-02, -8.11117E-02, -8.19710E-02, -8.27421E-02, -8.34169E-02, -8.39888E-02, -8.44525E-02, -8.48043E-02, -8.50420E-02, -8.51651E-02, -8.51745E-02, -8.50726E-02, -8.48629E-02, -8.45502E-02, -8.41399E-02, -8.36384E-02, -8.30523E-02, -8.23888E-02, -8.16552E-02, -8.08588E-02, -8.00068E-02, -7.91062E-02, -7.81640E-02, -7.71865E-02, -7.61797E-02, -7.51494E-02, -7.41007E-02, -7.30386E-02, -7.19672E-02, -7.08907E-02, -6.98126E-02, -6.87359E-02, -6.76635E-02, -6.65979E-02, -6.55412E-02, -6.44952E-02, -6.34615E-02, -6.24416E-02, -6.14364E-02, -6.04470E-02,
 -4.25696E-02, -4.31818E-02, -4.38096E-02, -4.44534E-02, -4.51138E-02, -4.57913E-02, -4.64864E-02, -4.71997E-02, -4.79317E-02, -4.86831E-02, -4.94544E-02, -5.02462E-02, -5.10591E-02, -5.18937E-02, -5.27507E-02, -5.36308E-02, -5.45345E-02, -5.54625E-02, -5.64155E-02, -5.73942E-02, -5.83993E-02, -5.94313E-02, -6.04908E-02, -6.15785E-02, -6.26945E-02, -6.38391E-02, -6.50121E-02, -6.62131E-02, -6.74408E-02, -6.86938E-02, -6.99693E-02, -7.12640E-02, -7.25733E-02, -7.38913E-02, -7.52109E-02, -7.65238E-02, -7.78204E-02, -7.90899E-02, -8.03207E-02, -8.15007E-02, -8.26174E-02, -8.36587E-02, -8.46128E-02, -8.54690E-02, -8.62177E-02, -8.68511E-02, -8.73630E-02, -8.77491E-02, -8.80070E-02, -8.81365E-02, -8.81387E-02, -8.80168E-02, -8.77752E-02, -8.74197E-02, -8.69570E-02, -8.63945E-02, -8.57403E-02, -8.50028E-02, -8.41904E-02, -8.33115E-02, -8.23745E-02, -8.13873E-02, -8.03575E-02, -7.92924E-02, -7.81987E-02, -7.70826E-02, -7.59497E-02, -7.48052E-02, -7.36539E-02, -7.24998E-02, -7.13467E-02, -7.01979E-02, -6.90562E-02, -6.79242E-02, -6.68039E-02, -6.56972E-02, -6.46057E-02, -6.35306E-02, -6.24730E-02, -6.14337E-02,
